algorithm,ari,cost_ratio_vs_kmeans,cost_sse,d,dataset,extra__algorithm,extra__avg_update_ms,extra__beta,extra__c2,extra__chunk_size,extra__coreset_factor,extra__coreset_per_round,extra__cost_is_approx,extra__d,extra__dimension,extra__eps,extra__final_lower_bound,extra__final_summary_size,extra__gamma,extra__levels_used,extra__m_factor,extra__m_summary,extra__max_chunk_summary_size,extra__mode,extra__num_phases,extra__peak_mem_bytes,extra__phase_summaries,extra__points_seen,extra__r,extra__repeat_factor,extra__repetitions,extra__stream_is_single_pass,extra__summary_points,extra__summary_size,extra__throughput_pts_per_sec,k,memory,n,nmi,quality_loss_pct_vs_kmeans,runtime_sec,seed,stream_model,sweep_id
KMeans(sk),0.99681,1.0,398998.375,10.0,blobs,,,,,,,,,,,,,,,,,,,,,6796980.0,,10000.0,,,,,,,283778.10825,8.0,440320.0,10000.0,0.99562,0.0,0.03523,211.0,insertion-only,Kmeans_sweep
[Ailon2009] Streaming k-means,0.69381,2.4615,982134.875,10.0,blobs,Ailon2009 tuned (no refinement),53.10635,,,8192.0,1.0,3.0,,,,,,,,,,,24.0,,,2460085.0,,10000.0,,1.0,10.0,,,48.0,91239.79368,8.0,2304.0,10000.0,0.8247,146.15009,0.1096,211.0,insertion-only,Kmeans_sweep
[Boutsidis2014] RandomProj Streaming,0.93561,1.00383,400529.47808,10.0,blobs,,26.2179,,2.0,8192.0,,,0.0,10.0,,2.5,,,,,,,,batch_stream_wrapper,,2179323.0,,10000.0,10.0,,,0.0,,,154850.77804,8.0,1424.0,10000.0,0.93806,0.38373,0.06457,211.0,insertion-only,Kmeans_sweep
[Guha2002] Streaming k-means,0.99681,1.0,399001.05143,10.0,blobs,,90.87625,,,8192.0,,,,,,,,,,1.0,3.0,32.0,,,,2820196.0,,10000.0,,,,,32.0,,46197.46366,8.0,2816.0,10000.0,0.99562,0.00067,0.21646,211.0,insertion-only,Kmeans_sweep
[Charikar2003] PLS KMeans,0.99681,1.0006,399239.76153,10.0,blobs,,1201.169,1.5,,8192.0,,,,,10.0,,7621.93836,1837.0,0.25,,,,,,14.0,6354316.0,"[{'phase': 1, 'Li': 39.16328062985008, 'raw_start_index': 0, 'raw_consumed': 2614, 'summary_in_size': 0, 'summary_out_size': 2614, 'chunk_size': 8192, 'facility_cost': 0.47945611021620693, 'median_limit': 2614, 'cost_limit': 1253.2249801552025, 'winner_processed_items': 2614, 'winner_raw_points_read': 2614, 'winner_num_centers': 2614, 'winner_cost': 0.0, 'num_parallel_runs': 19}, {'phase': 2, 'Li': 58.74492094477512, 'raw_start_index': 2614, 'raw_consumed': 0, 'summary_in_size': 2614, 'summary_out_size': 2614, 'chunk_size': 8192, 'facility_cost': 0.7191841653243104, 'median_limit': 2614, 'cost_limit': 1879.8374702328038, 'winner_processed_items': 2614, 'winner_raw_points_read': 0, 'winner_num_centers': 2614, 'winner_cost': 0.0, 'num_parallel_runs': 19}, {'phase': 3, 'Li': 88.11738141716268, 'raw_start_index': 2615, 'raw_consumed': 0, 'summary_in_size': 2615, 'summary_out_size': 2614, 'chunk_size': 8192, 'facility_cost': 1.0787762479864655, 'median_limit': 2614, 'cost_limit': 2819.7562053492056, 'winner_processed_items': 2614, 'winner_raw_points_read': 0, 'winner_num_centers': 2614, 'winner_cost': 0.0, 'num_parallel_runs': 19}, {'phase': 4, 'Li': 132.176072125744, 'raw_start_index': 2616, 'raw_consumed': 0, 'summary_in_size': 2615, 'summary_out_size': 2614, 'chunk_size': 8192, 'facility_cost': 1.6181643719796983, 'median_limit': 2614, 'cost_limit': 4229.634308023808, 'winner_processed_items': 2614, 'winner_raw_points_read': 0, 'winner_num_centers': 2614, 'winner_cost': 0.0, 'num_parallel_runs': 19}, {'phase': 5, 'Li': 198.26410818861604, 'raw_start_index': 2617, 'raw_consumed': 0, 'summary_in_size': 2615, 'summary_out_size': 2614, 'chunk_size': 8192, 'facility_cost': 2.4272465579695477, 'median_limit': 2614, 'cost_limit': 6344.451462035713, 'winner_processed_items': 2615, 'winner_raw_points_read': 0, 'winner_num_centers': 2614, 'winner_cost': 2.3383569082551503, 'num_parallel_runs': 19}, {'phase': 6, 'Li': 297.396162282924, 'raw_start_index': 2618, 'raw_consumed': 0, 'summary_in_size': 2615, 'summary_out_size': 2614, 'chunk_size': 8192, 'facility_cost': 3.6408698369543213, 'median_limit': 2614, 'cost_limit': 9516.677193053569, 'winner_processed_items': 2614, 'winner_raw_points_read': 0, 'winner_num_centers': 2614, 'winner_cost': 0.0, 'num_parallel_runs': 19}, {'phase': 7, 'Li': 446.09424342438604, 'raw_start_index': 2619, 'raw_consumed': 2, 'summary_in_size': 2615, 'summary_out_size': 2614, 'chunk_size': 8192, 'facility_cost': 5.461304755431482, 'median_limit': 2614, 'cost_limit': 14275.015789580353, 'winner_processed_items': 2617, 'winner_raw_points_read': 2, 'winner_num_centers': 2614, 'winner_cost': 13.088696659271307, 'num_parallel_runs': 19}, {'phase': 8, 'Li': 669.141365136579, 'raw_start_index': 2621, 'raw_consumed': 16, 'summary_in_size': 2614, 'summary_out_size': 2614, 'chunk_size': 8192, 'facility_cost': 8.191957133147222, 'median_limit': 2614, 'cost_limit': 21412.523684370528, 'winner_processed_items': 2630, 'winner_raw_points_read': 16, 'winner_num_centers': 2614, 'winner_cost': 95.4267438252682, 'num_parallel_runs': 19}, {'phase': 9, 'Li': 1003.7120477048685, 'raw_start_index': 2637, 'raw_consumed': 80, 'summary_in_size': 2614, 'summary_out_size': 2614, 'chunk_size': 8192, 'facility_cost': 12.287935699720833, 'median_limit': 2614, 'cost_limit': 32118.785526555792, 'winner_processed_items': 2694, 'winner_raw_points_read': 80, 'winner_num_centers': 2614, 'winner_cost': 701.1859092932555, 'num_parallel_runs': 19}, {'phase': 10, 'Li': 1505.5680715573028, 'raw_start_index': 2717, 'raw_consumed': 307, 'summary_in_size': 2614, 'summary_out_size': 2614, 'chunk_size': 8192, 'facility_cost': 18.43190354958125, 'median_limit': 2614, 'cost_limit': 48178.17828983369, 'winner_processed_items': 2921, 'winner_raw_points_read': 307, 'winner_num_centers': 2614, 'winner_cost': 3735.951098814747, 'num_parallel_runs': 19}, {'phase': 11, 'Li': 2258.3521073359543, 'raw_start_index': 3024, 'raw_consumed': 836, 'summary_in_size': 2614, 'summary_out_size': 2614, 'chunk_size': 8192, 'facility_cost': 27.647855324371875, 'median_limit': 2614, 'cost_limit': 72267.26743475054, 'winner_processed_items': 3450, 'winner_raw_points_read': 836, 'winner_num_centers': 2614, 'winner_cost': 13273.772309581705, 'num_parallel_runs': 19}, {'phase': 12, 'Li': 3387.5281610039315, 'raw_start_index': 3860, 'raw_consumed': 1756, 'summary_in_size': 2614, 'summary_out_size': 2614, 'chunk_size': 8192, 'facility_cost': 41.47178298655781, 'median_limit': 2614, 'cost_limit': 108400.9011521258, 'winner_processed_items': 4370, 'winner_raw_points_read': 1756, 'winner_num_centers': 2614, 'winner_cost': 32524.493551999683, 'num_parallel_runs': 19}, {'phase': 13, 'Li': 5081.292241505897, 'raw_start_index': 5616, 'raw_consumed': 3199, 'summary_in_size': 2614, 'summary_out_size': 2614, 'chunk_size': 8192, 'facility_cost': 62.207674479836726, 'median_limit': 2614, 'cost_limit': 162601.35172818872, 'winner_processed_items': 5813, 'winner_raw_points_read': 3199, 'winner_num_centers': 2614, 'winner_cost': 65714.96448034566, 'num_parallel_runs': 19}, {'phase': 14, 'Li': 7621.938362258847, 'raw_start_index': 8815, 'raw_consumed': 1185, 'summary_in_size': 2614, 'summary_out_size': 1837, 'chunk_size': 8192, 'facility_cost': 93.31151171975509, 'median_limit': 2614, 'cost_limit': 243902.0275922831, 'winner_processed_items': 3799, 'winner_raw_points_read': 1185, 'winner_num_centers': 1837, 'winner_cost': 50771.529483867576, 'num_parallel_runs': 19}]",10000.0,,,,,,,0.83252,8.0,161656.0,10000.0,0.99562,0.06049,12011.69003,211.0,insertion-only,Kmeans_sweep
KMeans(sk),0.61864,1.0,33171.60156,10.0,anisotropic,,,,,,,,,,,,,,,,,,,,,6796892.0,,10000.0,,,,,,,276045.59172,8.0,440320.0,10000.0,0.75507,0.0,0.03622,42.0,insertion-only,Kmeans_sweep
[Ailon2009] Streaming k-means,0.47523,2.49986,82924.67968,10.0,anisotropic,Ailon2009 tuned (no refinement),46.15154,,,8192.0,1.0,3.0,,,,,,,,,,,24.0,,,2460187.0,,10000.0,,1.0,10.0,,,48.0,105677.97174,8.0,2304.0,10000.0,0.6851,149.98696,0.09462,42.0,insertion-only,Kmeans_sweep
[Boutsidis2014] RandomProj Streaming,0.63737,1.05095,34861.81432,10.0,anisotropic,,15.95719,,2.0,8192.0,,,0.0,10.0,,2.5,,,,,,,,batch_stream_wrapper,,2178188.0,,10000.0,10.0,,,0.0,,,236509.49818,8.0,1424.0,10000.0,0.76461,5.09536,0.04228,42.0,insertion-only,Kmeans_sweep
[Guha2002] Streaming k-means,0.64226,1.06648,35377.01001,10.0,anisotropic,,71.27829,,,8192.0,,,,,,,,,,1.0,3.0,32.0,,,,2820165.0,,10000.0,,,,,32.0,,58994.02213,8.0,2816.0,10000.0,0.7666,6.64848,0.1695,42.0,insertion-only,Kmeans_sweep
[Charikar2003] PLS KMeans,0.62006,1.00008,33174.50334,10.0,anisotropic,,5.64465,1.5,,8192.0,,,,,10.0,,48.16845,2611.0,0.25,,,,,,12.0,6351960.0,"[{'phase': 1, 'Li': 0.5568765008329137, 'raw_start_index': 0, 'raw_consumed': 2614, 'summary_in_size': 0, 'summary_out_size': 2614, 'chunk_size': 8192, 'facility_cost': 0.00681755554351227, 'median_limit': 2614, 'cost_limit': 17.82004802665324, 'winner_processed_items': 2614, 'winner_raw_points_read': 2614, 'winner_num_centers': 2614, 'winner_cost': 0.0, 'num_parallel_runs': 19}, {'phase': 2, 'Li': 0.8353147512493706, 'raw_start_index': 2614, 'raw_consumed': 0, 'summary_in_size': 2614, 'summary_out_size': 2614, 'chunk_size': 8192, 'facility_cost': 0.010226333315268406, 'median_limit': 2614, 'cost_limit': 26.73007203997986, 'winner_processed_items': 2614, 'winner_raw_points_read': 0, 'winner_num_centers': 2614, 'winner_cost': 0.0, 'num_parallel_runs': 19}, {'phase': 3, 'Li': 1.252972126874056, 'raw_start_index': 2615, 'raw_consumed': 0, 'summary_in_size': 2615, 'summary_out_size': 2614, 'chunk_size': 8192, 'facility_cost': 0.015339499972902609, 'median_limit': 2614, 'cost_limit': 40.09510805996979, 'winner_processed_items': 2614, 'winner_raw_points_read': 0, 'winner_num_centers': 2614, 'winner_cost': 0.0, 'num_parallel_runs': 19}, {'phase': 4, 'Li': 1.8794581903110839, 'raw_start_index': 2616, 'raw_consumed': 1, 'summary_in_size': 2615, 'summary_out_size': 2614, 'chunk_size': 8192, 'facility_cost': 0.023009249959353915, 'median_limit': 2614, 'cost_limit': 60.14266208995468, 'winner_processed_items': 2616, 'winner_raw_points_read': 1, 'winner_num_centers': 2614, 'winner_cost': 0.03800974186659545, 'num_parallel_runs': 19}, {'phase': 5, 'Li': 2.819187285466626, 'raw_start_index': 2617, 'raw_consumed': 4, 'summary_in_size': 2614, 'summary_out_size': 2614, 'chunk_size': 8192, 'facility_cost': 0.03451387493903087, 'median_limit': 2614, 'cost_limit': 90.21399313493202, 'winner_processed_items': 2618, 'winner_raw_points_read': 4, 'winner_num_centers': 2614, 'winner_cost': 0.11415293704384766, 'num_parallel_runs': 19}, {'phase': 6, 'Li': 4.228780928199939, 'raw_start_index': 2621, 'raw_consumed': 12, 'summary_in_size': 2614, 'summary_out_size': 2614, 'chunk_size': 8192, 'facility_cost': 0.05177081240854631, 'median_limit': 2614, 'cost_limit': 135.32098970239804, 'winner_processed_items': 2626, 'winner_raw_points_read': 12, 'winner_num_centers': 2614, 'winner_cost': 0.4235421318064567, 'num_parallel_runs': 19}, {'phase': 7, 'Li': 6.343171392299908, 'raw_start_index': 2633, 'raw_consumed': 43, 'summary_in_size': 2614, 'summary_out_size': 2614, 'chunk_size': 8192, 'facility_cost': 0.07765621861281946, 'median_limit': 2614, 'cost_limit': 202.98148455359706, 'winner_processed_items': 2657, 'winner_raw_points_read': 43, 'winner_num_centers': 2614, 'winner_cost': 2.402923518556884, 'num_parallel_runs': 19}, {'phase': 8, 'Li': 9.514757088449862, 'raw_start_index': 2676, 'raw_consumed': 162, 'summary_in_size': 2614, 'summary_out_size': 2614, 'chunk_size': 8192, 'facility_cost': 0.11648432791922919, 'median_limit': 2614, 'cost_limit': 304.4722268303956, 'winner_processed_items': 2776, 'winner_raw_points_read': 162, 'winner_num_centers': 2614, 'winner_cost': 12.729263053565754, 'num_parallel_runs': 19}, {'phase': 9, 'Li': 14.272135632674793, 'raw_start_index': 2838, 'raw_consumed': 521, 'summary_in_size': 2614, 'summary_out_size': 2614, 'chunk_size': 8192, 'facility_cost': 0.1747264918788438, 'median_limit': 2614, 'cost_limit': 456.7083402455934, 'winner_processed_items': 3135, 'winner_raw_points_read': 521, 'winner_num_centers': 2614, 'winner_cost': 55.21098360360224, 'num_parallel_runs': 19}, {'phase': 10, 'Li': 21.40820344901219, 'raw_start_index': 3359, 'raw_consumed': 1090, 'summary_in_size': 2614, 'summary_out_size': 2614, 'chunk_size': 8192, 'facility_cost': 0.26208973781826567, 'median_limit': 2614, 'cost_limit': 685.0625103683901, 'winner_processed_items': 3704, 'winner_raw_points_read': 1090, 'winner_num_centers': 2614, 'winner_cost': 145.8066669522508, 'num_parallel_runs': 19}, {'phase': 11, 'Li': 32.11230517351829, 'raw_start_index': 4449, 'raw_consumed': 2151, 'summary_in_size': 2614, 'summary_out_size': 2614, 'chunk_size': 8192, 'facility_cost': 0.39313460672739853, 'median_limit': 2614, 'cost_limit': 1027.5937655525852, 'winner_processed_items': 4765, 'winner_raw_points_read': 2151, 'winner_num_centers': 2614, 'winner_cost': 315.92557405457336, 'num_parallel_runs': 19}, {'phase': 12, 'Li': 48.168457760277434, 'raw_start_index': 6600, 'raw_consumed': 3400, 'summary_in_size': 2614, 'summary_out_size': 2611, 'chunk_size': 8192, 'facility_cost': 0.5897019100910978, 'median_limit': 2614, 'cost_limit': 1541.390648328878, 'winner_processed_items': 6014, 'winner_raw_points_read': 3400, 'winner_num_centers': 2611, 'winner_cost': 542.4118997773487, 'num_parallel_runs': 19}]",10000.0,,,,,,,177.1586,8.0,229768.0,10000.0,0.75591,0.00874,56.44659,42.0,insertion-only,Kmeans_sweep
KMeans(sk),0.61415,1.0,35873.82812,10.0,anisotropic,,,,,,,,,,,,,,,,,,,,,6796661.0,,10000.0,,,,,,,286211.476,8.0,440320.0,10000.0,0.76466,0.0,0.03493,77.0,insertion-only,Kmeans_sweep
[Ailon2009] Streaming k-means,0.64411,1.6858,60476.32031,10.0,anisotropic,Ailon2009 tuned (no refinement),44.28075,,,8192.0,1.0,3.0,,,,,,,,,,,24.0,,,2460238.0,,10000.0,,1.0,10.0,,,48.0,109830.00511,8.0,2304.0,10000.0,0.78684,68.58061,0.09104,77.0,insertion-only,Kmeans_sweep
[Boutsidis2014] RandomProj Streaming,0.62992,1.03334,37070.03954,10.0,anisotropic,,19.41239,,2.0,8192.0,,,0.0,10.0,,2.5,,,,,,,,batch_stream_wrapper,,2178340.0,,10000.0,10.0,,,0.0,,,210087.5645,8.0,1424.0,10000.0,0.76292,3.33449,0.04759,77.0,insertion-only,Kmeans_sweep
[Guha2002] Streaming k-means,0.6186,0.94002,33722.40583,10.0,anisotropic,,60.84209,,,8192.0,,,,,,,,,,1.0,3.0,32.0,,,,2820143.0,,10000.0,,,,,32.0,,67430.0649,8.0,2816.0,10000.0,0.75403,-5.99719,0.1483,77.0,insertion-only,Kmeans_sweep
[Charikar2003] PLS KMeans,0.62123,0.92469,33172.23772,10.0,anisotropic,,5.81274,1.5,,8192.0,,,,,10.0,,72.25268,1741.0,0.25,,,,,,13.0,6351924.0,"[{'phase': 1, 'Li': 0.5568765008329137, 'raw_start_index': 0, 'raw_consumed': 2614, 'summary_in_size': 0, 'summary_out_size': 2614, 'chunk_size': 8192, 'facility_cost': 0.00681755554351227, 'median_limit': 2614, 'cost_limit': 17.82004802665324, 'winner_processed_items': 2614, 'winner_raw_points_read': 2614, 'winner_num_centers': 2614, 'winner_cost': 0.0, 'num_parallel_runs': 19}, {'phase': 2, 'Li': 0.8353147512493706, 'raw_start_index': 2614, 'raw_consumed': 0, 'summary_in_size': 2614, 'summary_out_size': 2614, 'chunk_size': 8192, 'facility_cost': 0.010226333315268406, 'median_limit': 2614, 'cost_limit': 26.73007203997986, 'winner_processed_items': 2614, 'winner_raw_points_read': 0, 'winner_num_centers': 2614, 'winner_cost': 0.0, 'num_parallel_runs': 19}, {'phase': 3, 'Li': 1.252972126874056, 'raw_start_index': 2615, 'raw_consumed': 0, 'summary_in_size': 2615, 'summary_out_size': 2614, 'chunk_size': 8192, 'facility_cost': 0.015339499972902609, 'median_limit': 2614, 'cost_limit': 40.09510805996979, 'winner_processed_items': 2614, 'winner_raw_points_read': 0, 'winner_num_centers': 2614, 'winner_cost': 0.0, 'num_parallel_runs': 19}, {'phase': 4, 'Li': 1.8794581903110839, 'raw_start_index': 2616, 'raw_consumed': 1, 'summary_in_size': 2615, 'summary_out_size': 2614, 'chunk_size': 8192, 'facility_cost': 0.023009249959353915, 'median_limit': 2614, 'cost_limit': 60.14266208995468, 'winner_processed_items': 2616, 'winner_raw_points_read': 1, 'winner_num_centers': 2614, 'winner_cost': 0.03880885570993087, 'num_parallel_runs': 19}, {'phase': 5, 'Li': 2.819187285466626, 'raw_start_index': 2617, 'raw_consumed': 5, 'summary_in_size': 2614, 'summary_out_size': 2614, 'chunk_size': 8192, 'facility_cost': 0.03451387493903087, 'median_limit': 2614, 'cost_limit': 90.21399313493202, 'winner_processed_items': 2619, 'winner_raw_points_read': 5, 'winner_num_centers': 2614, 'winner_cost': 0.11913324515454349, 'num_parallel_runs': 19}, {'phase': 6, 'Li': 4.228780928199939, 'raw_start_index': 2622, 'raw_consumed': 14, 'summary_in_size': 2614, 'summary_out_size': 2614, 'chunk_size': 8192, 'facility_cost': 0.05177081240854631, 'median_limit': 2614, 'cost_limit': 135.32098970239804, 'winner_processed_items': 2628, 'winner_raw_points_read': 14, 'winner_num_centers': 2614, 'winner_cost': 0.5439089849070129, 'num_parallel_runs': 19}, {'phase': 7, 'Li': 6.343171392299908, 'raw_start_index': 2636, 'raw_consumed': 41, 'summary_in_size': 2614, 'summary_out_size': 2614, 'chunk_size': 8192, 'facility_cost': 0.07765621861281946, 'median_limit': 2614, 'cost_limit': 202.98148455359706, 'winner_processed_items': 2655, 'winner_raw_points_read': 41, 'winner_num_centers': 2614, 'winner_cost': 2.2528598389938406, 'num_parallel_runs': 19}, {'phase': 8, 'Li': 9.514757088449862, 'raw_start_index': 2677, 'raw_consumed': 167, 'summary_in_size': 2614, 'summary_out_size': 2614, 'chunk_size': 8192, 'facility_cost': 0.11648432791922919, 'median_limit': 2614, 'cost_limit': 304.4722268303956, 'winner_processed_items': 2781, 'winner_raw_points_read': 167, 'winner_num_centers': 2614, 'winner_cost': 13.384691714114735, 'num_parallel_runs': 19}, {'phase': 9, 'Li': 14.272135632674793, 'raw_start_index': 2844, 'raw_consumed': 487, 'summary_in_size': 2614, 'summary_out_size': 2614, 'chunk_size': 8192, 'facility_cost': 0.1747264918788438, 'median_limit': 2614, 'cost_limit': 456.7083402455934, 'winner_processed_items': 3101, 'winner_raw_points_read': 487, 'winner_num_centers': 2614, 'winner_cost': 50.6800121396529, 'num_parallel_runs': 19}, {'phase': 10, 'Li': 21.40820344901219, 'raw_start_index': 3331, 'raw_consumed': 1103, 'summary_in_size': 2614, 'summary_out_size': 2614, 'chunk_size': 8192, 'facility_cost': 0.26208973781826567, 'median_limit': 2614, 'cost_limit': 685.0625103683901, 'winner_processed_items': 3717, 'winner_raw_points_read': 1103, 'winner_num_centers': 2614, 'winner_cost': 146.50426368924576, 'num_parallel_runs': 19}, {'phase': 11, 'Li': 32.11230517351829, 'raw_start_index': 4434, 'raw_consumed': 2114, 'summary_in_size': 2614, 'summary_out_size': 2614, 'chunk_size': 8192, 'facility_cost': 0.39313460672739853, 'median_limit': 2614, 'cost_limit': 1027.5937655525852, 'winner_processed_items': 4728, 'winner_raw_points_read': 2114, 'winner_num_centers': 2614, 'winner_cost': 313.1878404360955, 'num_parallel_runs': 19}, {'phase': 12, 'Li': 48.168457760277434, 'raw_start_index': 6548, 'raw_consumed': 3411, 'summary_in_size': 2614, 'summary_out_size': 2614, 'chunk_size': 8192, 'facility_cost': 0.5897019100910978, 'median_limit': 2614, 'cost_limit': 1541.390648328878, 'winner_processed_items': 6025, 'winner_raw_points_read': 3411, 'winner_num_centers': 2614, 'winner_cost': 545.832802482497, 'num_parallel_runs': 19}, {'phase': 13, 'Li': 72.25268664041616, 'raw_start_index': 9959, 'raw_consumed': 41, 'summary_in_size': 2614, 'summary_out_size': 1741, 'chunk_size': 8192, 'facility_cost': 0.8845528651366469, 'median_limit': 2614, 'cost_limit': 2312.085972493317, 'winner_processed_items': 2655, 'winner_raw_points_read': 41, 'winner_num_centers': 1741, 'winner_cost': 255.91933395401327, 'num_parallel_runs': 19}]",10000.0,,,,,,,172.03578,8.0,153208.0,10000.0,0.75616,-7.53081,58.12744,77.0,insertion-only,Kmeans_sweep
KMeans(sk),0.6199,1.0,33170.07421,10.0,anisotropic,,,,,,,,,,,,,,,,,,,,,6796841.0,,10000.0,,,,,,,275641.55577,8.0,440320.0,10000.0,0.75581,0.0,0.03627,211.0,insertion-only,Kmeans_sweep
[Ailon2009] Streaming k-means,0.58178,1.5036,49874.76562,10.0,anisotropic,Ailon2009 tuned (no refinement),45.15695,,,8192.0,1.0,3.0,,,,,,,,,,,24.0,,,2460136.0,,10000.0,,1.0,10.0,,,48.0,108084.38797,8.0,2304.0,10000.0,0.74527,50.36072,0.09252,211.0,insertion-only,Kmeans_sweep
[Boutsidis2014] RandomProj Streaming,0.5772,1.15669,38367.52684,10.0,anisotropic,,18.49835,,2.0,8192.0,,,0.0,10.0,,2.5,,,,,,,,batch_stream_wrapper,,2178909.0,,10000.0,10.0,,,0.0,,,221197.3412,8.0,1424.0,10000.0,0.72957,15.6691,0.0452,211.0,insertion-only,Kmeans_sweep
[Guha2002] Streaming k-means,0.64083,1.01635,33712.6128,10.0,anisotropic,,64.28845,,,8192.0,,,,,,,,,,1.0,3.0,32.0,,,,2820437.0,,10000.0,,,,,32.0,,64189.42556,8.0,2816.0,10000.0,0.76645,1.63562,0.15578,211.0,insertion-only,Kmeans_sweep
