algorithm,ari,cost_ratio_vs_kmeans,cost_sse,d,dataset,extra__algorithm,extra__avg_update_ms,extra__beta,extra__c2,extra__chunk_size,extra__coreset_factor,extra__coreset_per_round,extra__cost_is_approx,extra__d,extra__dimension,extra__eps,extra__final_lower_bound,extra__final_summary_size,extra__gamma,extra__levels_used,extra__m_factor,extra__m_summary,extra__max_chunk_summary_size,extra__mode,extra__num_phases,extra__peak_mem_bytes,extra__phase_summaries,extra__points_seen,extra__r,extra__repeat_factor,extra__repetitions,extra__stream_is_single_pass,extra__summary_points,extra__summary_size,extra__throughput_pts_per_sec,k,memory,n,nmi,quality_loss_pct_vs_kmeans,runtime_sec,seed,stream_model,sweep_id
KMeans(sk),0.41173,1.0,80867.48437,25.0,anisotropic,,,,,,,,,,,,,,,,,,,,,98077625.0,,30000.0,,,,,,,194369.37826,16.0,3121600.0,30000.0,0.63834,0.0,0.15434,77.0,insertion-only,Kmeans_sweep
[Ailon2009] Streaming k-means,0.39443,1.54042,124570.5,25.0,anisotropic,Ailon2009 tuned (no refinement),170.35167,,,8192.0,1.0,3.0,,,,,,,,,,,48.0,,,5979906.0,,30000.0,,1.0,11.0,,,192.0,43715.43293,16.0,20736.0,30000.0,0.64534,54.04275,0.68625,77.0,insertion-only,Kmeans_sweep
[Boutsidis2014] RandomProj Streaming,0.39715,1.02737,83081.01709,25.0,anisotropic,,24.90145,,2.0,8192.0,,,0.0,25.0,,2.5,,,,,,,,batch_stream_wrapper,,13959915.0,,30000.0,10.0,,,0.0,,,251904.82028,16.0,4968.0,30000.0,0.6364,2.73723,0.11909,77.0,insertion-only,Kmeans_sweep
[Guha2002] Streaming k-means,0.39205,1.03832,83966.95961,25.0,anisotropic,,137.32247,,,8192.0,,,,,,,,,,1.0,3.0,48.0,,,,17819903.0,,30000.0,,,,,48.0,,50256.33242,16.0,9984.0,30000.0,0.64447,3.83278,0.59693,77.0,insertion-only,Kmeans_sweep
[Charikar2003] PLS KMeans,0.39215,0.97948,79208.74761,25.0,anisotropic,,8.32316,1.5,,8192.0,,,,,25.0,,355.16687,5130.0,0.25,,,,,,16.0,35992028.0,"[{'phase': 1, 'Li': 0.8110797653177618, 'raw_start_index': 0, 'raw_consumed': 5791, 'summary_in_size': 0, 'summary_out_size': 5791, 'chunk_size': 8192, 'facility_cost': 0.004482509287422535, 'median_limit': 5791, 'cost_limit': 25.95455249016838, 'winner_processed_items': 5791, 'winner_raw_points_read': 5791, 'winner_num_centers': 5791, 'winner_cost': 0.0, 'num_parallel_runs': 21}, {'phase': 2, 'Li': 1.2166196479766427, 'raw_start_index': 5791, 'raw_consumed': 0, 'summary_in_size': 5791, 'summary_out_size': 5791, 'chunk_size': 8192, 'facility_cost': 0.006723763931133803, 'median_limit': 5791, 'cost_limit': 38.931828735252566, 'winner_processed_items': 5791, 'winner_raw_points_read': 0, 'winner_num_centers': 5791, 'winner_cost': 0.0, 'num_parallel_runs': 21}, {'phase': 3, 'Li': 1.824929471964964, 'raw_start_index': 5792, 'raw_consumed': 0, 'summary_in_size': 5792, 'summary_out_size': 5791, 'chunk_size': 8192, 'facility_cost': 0.010085645896700704, 'median_limit': 5791, 'cost_limit': 58.39774310287885, 'winner_processed_items': 5791, 'winner_raw_points_read': 0, 'winner_num_centers': 5791, 'winner_cost': 0.0, 'num_parallel_runs': 21}, {'phase': 4, 'Li': 2.737394207947446, 'raw_start_index': 5793, 'raw_consumed': 0, 'summary_in_size': 5792, 'summary_out_size': 5791, 'chunk_size': 8192, 'facility_cost': 0.015128468845051056, 'median_limit': 5791, 'cost_limit': 87.59661465431827, 'winner_processed_items': 5791, 'winner_raw_points_read': 0, 'winner_num_centers': 5791, 'winner_cost': 0.0, 'num_parallel_runs': 21}, {'phase': 5, 'Li': 4.106091311921169, 'raw_start_index': 5794, 'raw_consumed': 0, 'summary_in_size': 5792, 'summary_out_size': 5791, 'chunk_size': 8192, 'facility_cost': 0.022692703267576584, 'median_limit': 5791, 'cost_limit': 131.3949219814774, 'winner_processed_items': 5791, 'winner_raw_points_read': 0, 'winner_num_centers': 5791, 'winner_cost': 0.0, 'num_parallel_runs': 21}, {'phase': 6, 'Li': 6.159136967881754, 'raw_start_index': 5795, 'raw_consumed': 0, 'summary_in_size': 5792, 'summary_out_size': 5791, 'chunk_size': 8192, 'facility_cost': 0.03403905490136488, 'median_limit': 5791, 'cost_limit': 197.09238297221611, 'winner_processed_items': 5791, 'winner_raw_points_read': 0, 'winner_num_centers': 5791, 'winner_cost': 0.0, 'num_parallel_runs': 21}, {'phase': 7, 'Li': 9.23870545182263, 'raw_start_index': 5796, 'raw_consumed': 0, 'summary_in_size': 5792, 'summary_out_size': 5791, 'chunk_size': 8192, 'facility_cost': 0.05105858235204731, 'median_limit': 5791, 'cost_limit': 295.6385744583242, 'winner_processed_items': 5791, 'winner_raw_points_read': 0, 'winner_num_centers': 5791, 'winner_cost': 0.0, 'num_parallel_runs': 21}, {'phase': 8, 'Li': 13.858058177733945, 'raw_start_index': 5797, 'raw_consumed': 0, 'summary_in_size': 5792, 'summary_out_size': 5791, 'chunk_size': 8192, 'facility_cost': 0.07658787352807096, 'median_limit': 5791, 'cost_limit': 443.45786168748623, 'winner_processed_items': 5791, 'winner_raw_points_read': 0, 'winner_num_centers': 5791, 'winner_cost': 0.0, 'num_parallel_runs': 21}, {'phase': 9, 'Li': 20.787087266600917, 'raw_start_index': 5798, 'raw_consumed': 0, 'summary_in_size': 5792, 'summary_out_size': 5791, 'chunk_size': 8192, 'facility_cost': 0.11488181029210645, 'median_limit': 5791, 'cost_limit': 665.1867925312293, 'winner_processed_items': 5791, 'winner_raw_points_read': 0, 'winner_num_centers': 5791, 'winner_cost': 0.0, 'num_parallel_runs': 21}, {'phase': 10, 'Li': 31.180630899901374, 'raw_start_index': 5799, 'raw_consumed': 3, 'summary_in_size': 5792, 'summary_out_size': 5791, 'chunk_size': 8192, 'facility_cost': 0.17232271543815966, 'median_limit': 5791, 'cost_limit': 997.780188796844, 'winner_processed_items': 5795, 'winner_raw_points_read': 3, 'winner_num_centers': 5791, 'winner_cost': 0.5813878561991146, 'num_parallel_runs': 21}, {'phase': 11, 'Li': 46.77094634985206, 'raw_start_index': 5802, 'raw_consumed': 59, 'summary_in_size': 5791, 'summary_out_size': 5791, 'chunk_size': 8192, 'facility_cost': 0.2584840731572395, 'median_limit': 5791, 'cost_limit': 1496.670283195266, 'winner_processed_items': 5850, 'winner_raw_points_read': 59, 'winner_num_centers': 5791, 'winner_cost': 12.632144956629727, 'num_parallel_runs': 21}, {'phase': 12, 'Li': 70.15641952477809, 'raw_start_index': 5861, 'raw_consumed': 594, 'summary_in_size': 5791, 'summary_out_size': 5791, 'chunk_size': 8192, 'facility_cost': 0.38772610973585925, 'median_limit': 5791, 'cost_limit': 2245.005424792899, 'winner_processed_items': 6385, 'winner_raw_points_read': 594, 'winner_num_centers': 5791, 'winner_cost': 169.35806797123348, 'num_parallel_runs': 21}, {'phase': 13, 'Li': 105.23462928716714, 'raw_start_index': 6455, 'raw_consumed': 2247, 'summary_in_size': 5791, 'summary_out_size': 5791, 'chunk_size': 8192, 'facility_cost': 0.5815891646037888, 'median_limit': 5791, 'cost_limit': 3367.5081371893484, 'winner_processed_items': 8038, 'winner_raw_points_read': 2247, 'winner_num_centers': 5791, 'winner_cost': 789.839935665957, 'num_parallel_runs': 21}, {'phase': 14, 'Li': 157.8519439307507, 'raw_start_index': 8702, 'raw_consumed': 4727, 'summary_in_size': 5791, 'summary_out_size': 5791, 'chunk_size': 8192, 'facility_cost': 0.8723837469056833, 'median_limit': 5791, 'cost_limit': 5051.262205784023, 'winner_processed_items': 10518, 'winner_raw_points_read': 4727, 'winner_num_centers': 5791, 'winner_cost': 1815.3376449395423, 'num_parallel_runs': 21}, {'phase': 15, 'Li': 236.77791589612605, 'raw_start_index': 13429, 'raw_consumed': 8132, 'summary_in_size': 5791, 'summary_out_size': 5791, 'chunk_size': 8192, 'facility_cost': 1.308575620358525, 'median_limit': 5791, 'cost_limit': 7576.8933086760335, 'winner_processed_items': 13923, 'winner_raw_points_read': 8132, 'winner_num_centers': 5791, 'winner_cost': 3235.591209071306, 'num_parallel_runs': 21}, {'phase': 16, 'Li': 355.16687384418907, 'raw_start_index': 21561, 'raw_consumed': 8439, 'summary_in_size': 5791, 'summary_out_size': 5130, 'chunk_size': 8192, 'facility_cost': 1.9628634305377874, 'median_limit': 5791, 'cost_limit': 11365.33996301405, 'winner_processed_items': 14230, 'winner_raw_points_read': 8439, 'winner_num_centers': 5130, 'winner_cost': 3887.820172627861, 'num_parallel_runs': 21}]",30000.0,,,,,,,120.14655,16.0,1067040.0,30000.0,0.64744,-2.05117,249.69504,77.0,insertion-only,Kmeans_sweep
KMeans(sk),0.39453,1.0,79572.8125,25.0,anisotropic,,,,,,,,,,,,,,,,,,,,,98077757.0,,30000.0,,,,,,,207066.2032,16.0,3121600.0,30000.0,0.6413,0.0,0.14488,211.0,insertion-only,Kmeans_sweep
[Ailon2009] Streaming k-means,0.40459,1.31869,104932.33593,25.0,anisotropic,Ailon2009 tuned (no refinement),177.68189,,,8192.0,1.0,3.0,,,,,,,,,,,48.0,,,5979855.0,,30000.0,,1.0,11.0,,,192.0,41965.0146,16.0,20736.0,30000.0,0.64262,31.86958,0.71488,211.0,insertion-only,Kmeans_sweep
[Boutsidis2014] RandomProj Streaming,0.41,1.10617,88021.5387,25.0,anisotropic,,23.84622,,2.0,8192.0,,,0.0,25.0,,2.5,,,,,,,,batch_stream_wrapper,,13959844.0,,30000.0,10.0,,,0.0,,,258005.70194,16.0,4968.0,30000.0,0.63887,10.6176,0.11627,211.0,insertion-only,Kmeans_sweep
[Guha2002] Streaming k-means,0.43935,1.0658,84809.15369,25.0,anisotropic,,148.82274,,,8192.0,,,,,,,,,,1.0,3.0,48.0,,,,17819966.0,,30000.0,,,,,48.0,,46565.08751,16.0,9984.0,30000.0,0.65011,6.58056,0.64425,211.0,insertion-only,Kmeans_sweep
[Charikar2003] PLS KMeans,0.41578,0.99931,79517.96143,25.0,anisotropic,,8.35994,1.5,,8192.0,,,,,25.0,,355.16687,5003.0,0.25,,,,,,16.0,35991936.0,"[{'phase': 1, 'Li': 0.8110797653177618, 'raw_start_index': 0, 'raw_consumed': 5791, 'summary_in_size': 0, 'summary_out_size': 5791, 'chunk_size': 8192, 'facility_cost': 0.004482509287422535, 'median_limit': 5791, 'cost_limit': 25.95455249016838, 'winner_processed_items': 5791, 'winner_raw_points_read': 5791, 'winner_num_centers': 5791, 'winner_cost': 0.0, 'num_parallel_runs': 21}, {'phase': 2, 'Li': 1.2166196479766427, 'raw_start_index': 5791, 'raw_consumed': 0, 'summary_in_size': 5791, 'summary_out_size': 5791, 'chunk_size': 8192, 'facility_cost': 0.006723763931133803, 'median_limit': 5791, 'cost_limit': 38.931828735252566, 'winner_processed_items': 5791, 'winner_raw_points_read': 0, 'winner_num_centers': 5791, 'winner_cost': 0.0, 'num_parallel_runs': 21}, {'phase': 3, 'Li': 1.824929471964964, 'raw_start_index': 5792, 'raw_consumed': 0, 'summary_in_size': 5792, 'summary_out_size': 5791, 'chunk_size': 8192, 'facility_cost': 0.010085645896700704, 'median_limit': 5791, 'cost_limit': 58.39774310287885, 'winner_processed_items': 5791, 'winner_raw_points_read': 0, 'winner_num_centers': 5791, 'winner_cost': 0.0, 'num_parallel_runs': 21}, {'phase': 4, 'Li': 2.737394207947446, 'raw_start_index': 5793, 'raw_consumed': 0, 'summary_in_size': 5792, 'summary_out_size': 5791, 'chunk_size': 8192, 'facility_cost': 0.015128468845051056, 'median_limit': 5791, 'cost_limit': 87.59661465431827, 'winner_processed_items': 5791, 'winner_raw_points_read': 0, 'winner_num_centers': 5791, 'winner_cost': 0.0, 'num_parallel_runs': 21}, {'phase': 5, 'Li': 4.106091311921169, 'raw_start_index': 5794, 'raw_consumed': 0, 'summary_in_size': 5792, 'summary_out_size': 5791, 'chunk_size': 8192, 'facility_cost': 0.022692703267576584, 'median_limit': 5791, 'cost_limit': 131.3949219814774, 'winner_processed_items': 5791, 'winner_raw_points_read': 0, 'winner_num_centers': 5791, 'winner_cost': 0.0, 'num_parallel_runs': 21}, {'phase': 6, 'Li': 6.159136967881754, 'raw_start_index': 5795, 'raw_consumed': 0, 'summary_in_size': 5792, 'summary_out_size': 5791, 'chunk_size': 8192, 'facility_cost': 0.03403905490136488, 'median_limit': 5791, 'cost_limit': 197.09238297221611, 'winner_processed_items': 5791, 'winner_raw_points_read': 0, 'winner_num_centers': 5791, 'winner_cost': 0.0, 'num_parallel_runs': 21}, {'phase': 7, 'Li': 9.23870545182263, 'raw_start_index': 5796, 'raw_consumed': 0, 'summary_in_size': 5792, 'summary_out_size': 5791, 'chunk_size': 8192, 'facility_cost': 0.05105858235204731, 'median_limit': 5791, 'cost_limit': 295.6385744583242, 'winner_processed_items': 5791, 'winner_raw_points_read': 0, 'winner_num_centers': 5791, 'winner_cost': 0.0, 'num_parallel_runs': 21}, {'phase': 8, 'Li': 13.858058177733945, 'raw_start_index': 5797, 'raw_consumed': 0, 'summary_in_size': 5792, 'summary_out_size': 5791, 'chunk_size': 8192, 'facility_cost': 0.07658787352807096, 'median_limit': 5791, 'cost_limit': 443.45786168748623, 'winner_processed_items': 5791, 'winner_raw_points_read': 0, 'winner_num_centers': 5791, 'winner_cost': 0.0, 'num_parallel_runs': 21}, {'phase': 9, 'Li': 20.787087266600917, 'raw_start_index': 5798, 'raw_consumed': 0, 'summary_in_size': 5792, 'summary_out_size': 5791, 'chunk_size': 8192, 'facility_cost': 0.11488181029210645, 'median_limit': 5791, 'cost_limit': 665.1867925312293, 'winner_processed_items': 5791, 'winner_raw_points_read': 0, 'winner_num_centers': 5791, 'winner_cost': 0.0, 'num_parallel_runs': 21}, {'phase': 10, 'Li': 31.180630899901374, 'raw_start_index': 5799, 'raw_consumed': 4, 'summary_in_size': 5792, 'summary_out_size': 5791, 'chunk_size': 8192, 'facility_cost': 0.17232271543815966, 'median_limit': 5791, 'cost_limit': 997.780188796844, 'winner_processed_items': 5796, 'winner_raw_points_read': 4, 'winner_num_centers': 5791, 'winner_cost': 0.7269685878196341, 'num_parallel_runs': 21}, {'phase': 11, 'Li': 46.77094634985206, 'raw_start_index': 5803, 'raw_consumed': 66, 'summary_in_size': 5791, 'summary_out_size': 5791, 'chunk_size': 8192, 'facility_cost': 0.2584840731572395, 'median_limit': 5791, 'cost_limit': 1496.670283195266, 'winner_processed_items': 5857, 'winner_raw_points_read': 66, 'winner_num_centers': 5791, 'winner_cost': 13.950630350482463, 'num_parallel_runs': 21}, {'phase': 12, 'Li': 70.15641952477809, 'raw_start_index': 5869, 'raw_consumed': 570, 'summary_in_size': 5791, 'summary_out_size': 5791, 'chunk_size': 8192, 'facility_cost': 0.38772610973585925, 'median_limit': 5791, 'cost_limit': 2245.005424792899, 'winner_processed_items': 6361, 'winner_raw_points_read': 570, 'winner_num_centers': 5791, 'winner_cost': 162.05619168167158, 'num_parallel_runs': 21}, {'phase': 13, 'Li': 105.23462928716714, 'raw_start_index': 6439, 'raw_consumed': 2223, 'summary_in_size': 5791, 'summary_out_size': 5791, 'chunk_size': 8192, 'facility_cost': 0.5815891646037888, 'median_limit': 5791, 'cost_limit': 3367.5081371893484, 'winner_processed_items': 8014, 'winner_raw_points_read': 2223, 'winner_num_centers': 5791, 'winner_cost': 778.285322929291, 'num_parallel_runs': 21}, {'phase': 14, 'Li': 157.8519439307507, 'raw_start_index': 8662, 'raw_consumed': 4829, 'summary_in_size': 5791, 'summary_out_size': 5791, 'chunk_size': 8192, 'facility_cost': 0.8723837469056833, 'median_limit': 5791, 'cost_limit': 5051.262205784023, 'winner_processed_items': 10620, 'winner_raw_points_read': 4829, 'winner_num_centers': 5791, 'winner_cost': 1861.4973736261995, 'num_parallel_runs': 21}, {'phase': 15, 'Li': 236.77791589612605, 'raw_start_index': 13491, 'raw_consumed': 8202, 'summary_in_size': 5791, 'summary_out_size': 5791, 'chunk_size': 8192, 'facility_cost': 1.308575620358525, 'median_limit': 5791, 'cost_limit': 7576.8933086760335, 'winner_processed_items': 13993, 'winner_raw_points_read': 8202, 'winner_num_centers': 5791, 'winner_cost': 3262.399099203579, 'num_parallel_runs': 21}, {'phase': 16, 'Li': 355.16687384418907, 'raw_start_index': 21693, 'raw_consumed': 8307, 'summary_in_size': 5791, 'summary_out_size': 5003, 'chunk_size': 8192, 'facility_cost': 1.9628634305377874, 'median_limit': 5791, 'cost_limit': 11365.33996301405, 'winner_processed_items': 14098, 'winner_raw_points_read': 8307, 'winner_num_centers': 5003, 'winner_cost': 3901.8273735195594, 'num_parallel_runs': 21}]",30000.0,,,,,,,119.618,16.0,1040624.0,30000.0,0.64885,-0.06893,250.79836,211.0,insertion-only,Kmeans_sweep
KMeans(sk),0.99234,1.0,1939733.75,25.0,high_dim_sparseish,,,,,,,,,,,,,,,,,,,,,98078222.0,,30000.0,,,,,,,235039.90585,16.0,3121600.0,30000.0,0.99323,0.0,0.12763,42.0,insertion-only,Kmeans_sweep
[Ailon2009] Streaming k-means,0.79073,2.15163,4173595.5,25.0,high_dim_sparseish,Ailon2009 tuned (no refinement),165.44499,,,8192.0,1.0,3.0,,,,,,,,,,,48.0,,,5979855.0,,30000.0,,1.0,11.0,,,192.0,45000.82126,16.0,20736.0,30000.0,0.9059,115.16331,0.66665,42.0,insertion-only,Kmeans_sweep
[Boutsidis2014] RandomProj Streaming,0.86898,1.07733,2089748.72344,25.0,high_dim_sparseish,,24.5903,,2.0,8192.0,,,0.0,25.0,,2.5,,,,,,,,batch_stream_wrapper,,13959720.0,,30000.0,10.0,,,0.0,,,247630.3836,16.0,4968.0,30000.0,0.92325,7.73379,0.12114,42.0,insertion-only,Kmeans_sweep
[Guha2002] Streaming k-means,0.99234,1.00007,1939875.32994,25.0,high_dim_sparseish,,142.04714,,,8192.0,,,,,,,,,,1.0,3.0,48.0,,,,17819384.0,,30000.0,,,,,48.0,,48236.10996,16.0,9984.0,30000.0,0.99325,0.00729,0.62194,42.0,insertion-only,Kmeans_sweep
[Charikar2003] PLS KMeans,0.99247,1.00061,1940927.27014,25.0,high_dim_sparseish,,22.69248,1.5,,8192.0,,,,,25.0,,29034.26571,5623.0,0.25,,,,,,18.0,35992532.0,"[{'phase': 1, 'Li': 29.468595882186946, 'raw_start_index': 0, 'raw_consumed': 5791, 'summary_in_size': 0, 'summary_out_size': 5791, 'chunk_size': 8192, 'facility_cost': 0.1628609914555734, 'median_limit': 5791, 'cost_limit': 942.9950682299823, 'winner_processed_items': 5791, 'winner_raw_points_read': 5791, 'winner_num_centers': 5791, 'winner_cost': 0.0, 'num_parallel_runs': 21}, {'phase': 2, 'Li': 44.20289382328042, 'raw_start_index': 5791, 'raw_consumed': 0, 'summary_in_size': 5791, 'summary_out_size': 5791, 'chunk_size': 8192, 'facility_cost': 0.24429148718336008, 'median_limit': 5791, 'cost_limit': 1414.4926023449734, 'winner_processed_items': 5791, 'winner_raw_points_read': 0, 'winner_num_centers': 5791, 'winner_cost': 0.0, 'num_parallel_runs': 21}, {'phase': 3, 'Li': 66.30434073492063, 'raw_start_index': 5792, 'raw_consumed': 0, 'summary_in_size': 5792, 'summary_out_size': 5791, 'chunk_size': 8192, 'facility_cost': 0.3664372307750401, 'median_limit': 5791, 'cost_limit': 2121.73890351746, 'winner_processed_items': 5791, 'winner_raw_points_read': 0, 'winner_num_centers': 5791, 'winner_cost': 0.0, 'num_parallel_runs': 21}, {'phase': 4, 'Li': 99.45651110238094, 'raw_start_index': 5793, 'raw_consumed': 0, 'summary_in_size': 5792, 'summary_out_size': 5791, 'chunk_size': 8192, 'facility_cost': 0.5496558461625601, 'median_limit': 5791, 'cost_limit': 3182.60835527619, 'winner_processed_items': 5791, 'winner_raw_points_read': 0, 'winner_num_centers': 5791, 'winner_cost': 0.0, 'num_parallel_runs': 21}, {'phase': 5, 'Li': 149.18476665357142, 'raw_start_index': 5794, 'raw_consumed': 0, 'summary_in_size': 5792, 'summary_out_size': 5791, 'chunk_size': 8192, 'facility_cost': 0.8244837692438403, 'median_limit': 5791, 'cost_limit': 4773.912532914285, 'winner_processed_items': 5791, 'winner_raw_points_read': 0, 'winner_num_centers': 5791, 'winner_cost': 0.0, 'num_parallel_runs': 21}, {'phase': 6, 'Li': 223.77714998035714, 'raw_start_index': 5795, 'raw_consumed': 0, 'summary_in_size': 5792, 'summary_out_size': 5791, 'chunk_size': 8192, 'facility_cost': 1.2367256538657605, 'median_limit': 5791, 'cost_limit': 7160.868799371428, 'winner_processed_items': 5791, 'winner_raw_points_read': 0, 'winner_num_centers': 5791, 'winner_cost': 0.0, 'num_parallel_runs': 21}, {'phase': 7, 'Li': 335.66572497053573, 'raw_start_index': 5796, 'raw_consumed': 0, 'summary_in_size': 5792, 'summary_out_size': 5791, 'chunk_size': 8192, 'facility_cost': 1.8550884807986407, 'median_limit': 5791, 'cost_limit': 10741.303199057144, 'winner_processed_items': 5791, 'winner_raw_points_read': 0, 'winner_num_centers': 5791, 'winner_cost': 0.0, 'num_parallel_runs': 21}, {'phase': 8, 'Li': 503.4985874558036, 'raw_start_index': 5797, 'raw_consumed': 0, 'summary_in_size': 5792, 'summary_out_size': 5791, 'chunk_size': 8192, 'facility_cost': 2.7826327211979613, 'median_limit': 5791, 'cost_limit': 16111.954798585715, 'winner_processed_items': 5791, 'winner_raw_points_read': 0, 'winner_num_centers': 5791, 'winner_cost': 0.0, 'num_parallel_runs': 21}, {'phase': 9, 'Li': 755.2478811837054, 'raw_start_index': 5798, 'raw_consumed': 0, 'summary_in_size': 5792, 'summary_out_size': 5791, 'chunk_size': 8192, 'facility_cost': 4.173949081796942, 'median_limit': 5791, 'cost_limit': 24167.932197878574, 'winner_processed_items': 5791, 'winner_raw_points_read': 0, 'winner_num_centers': 5791, 'winner_cost': 0.0, 'num_parallel_runs': 21}, {'phase': 10, 'Li': 1132.8718217755581, 'raw_start_index': 5799, 'raw_consumed': 0, 'summary_in_size': 5792, 'summary_out_size': 5791, 'chunk_size': 8192, 'facility_cost': 6.260923622695413, 'median_limit': 5791, 'cost_limit': 36251.89829681786, 'winner_processed_items': 5791, 'winner_raw_points_read': 0, 'winner_num_centers': 5791, 'winner_cost': 0.0, 'num_parallel_runs': 21}, {'phase': 11, 'Li': 1699.3077326633372, 'raw_start_index': 5800, 'raw_consumed': 2, 'summary_in_size': 5792, 'summary_out_size': 5791, 'chunk_size': 8192, 'facility_cost': 9.39138543404312, 'median_limit': 5791, 'cost_limit': 54377.84744522679, 'winner_processed_items': 5794, 'winner_raw_points_read': 2, 'winner_num_centers': 5791, 'winner_cost': 23.237692426007186, 'num_parallel_runs': 21}, {'phase': 12, 'Li': 2548.9615989950057, 'raw_start_index': 5802, 'raw_consumed': 19, 'summary_in_size': 5791, 'summary_out_size': 5791, 'chunk_size': 8192, 'facility_cost': 14.087078151064679, 'median_limit': 5791, 'cost_limit': 81566.77116784018, 'winner_processed_items': 5810, 'winner_raw_points_read': 19, 'winner_num_centers': 5791, 'winner_cost': 217.16207769409158, 'num_parallel_runs': 21}, {'phase': 13, 'Li': 3823.442398492509, 'raw_start_index': 5821, 'raw_consumed': 122, 'summary_in_size': 5791, 'summary_out_size': 5791, 'chunk_size': 8192, 'facility_cost': 21.130617226597018, 'median_limit': 5791, 'cost_limit': 122350.15675176028, 'winner_processed_items': 5913, 'winner_raw_points_read': 122, 'winner_num_centers': 5791, 'winner_cost': 1870.1701496436522, 'num_parallel_runs': 21}, {'phase': 14, 'Li': 5735.163597738763, 'raw_start_index': 5943, 'raw_consumed': 562, 'summary_in_size': 5791, 'summary_out_size': 5791, 'chunk_size': 8192, 'facility_cost': 31.69592583989553, 'median_limit': 5791, 'cost_limit': 183525.23512764042, 'winner_processed_items': 6353, 'winner_raw_points_read': 562, 'winner_num_centers': 5791, 'winner_cost': 12211.83140333564, 'num_parallel_runs': 21}, {'phase': 15, 'Li': 8602.745396608145, 'raw_start_index': 6505, 'raw_consumed': 1784, 'summary_in_size': 5791, 'summary_out_size': 5791, 'chunk_size': 8192, 'facility_cost': 47.54388875984329, 'median_limit': 5791, 'cost_limit': 275287.85269146063, 'winner_processed_items': 7575, 'winner_raw_points_read': 1784, 'winner_num_centers': 5791, 'winner_cost': 50079.9075153088, 'num_parallel_runs': 21}, {'phase': 16, 'Li': 12904.118094912217, 'raw_start_index': 8289, 'raw_consumed': 3904, 'summary_in_size': 5791, 'summary_out_size': 5791, 'chunk_size': 8192, 'facility_cost': 71.31583313976493, 'median_limit': 5791, 'cost_limit': 412931.77903719095, 'winner_processed_items': 9695, 'winner_raw_points_read': 3904, 'winner_num_centers': 5791, 'winner_cost': 128095.19660871678, 'num_parallel_runs': 21}, {'phase': 17, 'Li': 19356.177142368324, 'raw_start_index': 12193, 'raw_consumed': 7227, 'summary_in_size': 5791, 'summary_out_size': 5791, 'chunk_size': 8192, 'facility_cost': 106.9737497096474, 'median_limit': 5791, 'cost_limit': 619397.6685557864, 'winner_processed_items': 13018, 'winner_raw_points_read': 7227, 'winner_num_centers': 5791, 'winner_cost': 254621.92411773428, 'num_parallel_runs': 21}, {'phase': 18, 'Li': 29034.265713552486, 'raw_start_index': 19420, 'raw_consumed': 10580, 'summary_in_size': 5791, 'summary_out_size': 5623, 'chunk_size': 8192, 'facility_cost': 160.4606245644711, 'median_limit': 5791, 'cost_limit': 929096.5028336796, 'winner_processed_items': 16371, 'winner_raw_points_read': 10580, 'winner_num_centers': 5623, 'winner_cost': 391596.9989325041, 'num_parallel_runs': 21}]",30000.0,,,,,,,44.06744,16.0,1169584.0,30000.0,0.99327,0.06153,680.77459,42.0,insertion-only,Kmeans_sweep
KMeans(sk),0.91794,1.0,2026463.25,25.0,high_dim_sparseish,,,,,,,,,,,,,,,,,,,,,98077826.0,,30000.0,,,,,,,113071.05121,16.0,3121600.0,30000.0,0.97308,0.0,0.26531,77.0,insertion-only,Kmeans_sweep
[Ailon2009] Streaming k-means,0.68258,2.31806,4697477.0,25.0,high_dim_sparseish,Ailon2009 tuned (no refinement),267.57812,,,8192.0,1.0,3.0,,,,,,,,,,,48.0,,,5980059.0,,30000.0,,1.0,11.0,,,192.0,27797.71749,16.0,20736.0,30000.0,0.8315,131.80667,1.07922,77.0,insertion-only,Kmeans_sweep
[Boutsidis2014] RandomProj Streaming,0.79024,1.07967,2187920.71737,25.0,high_dim_sparseish,,39.77394,,2.0,8192.0,,,0.0,25.0,,2.5,,,,,,,,batch_stream_wrapper,,13959528.0,,30000.0,10.0,,,0.0,,,154338.53334,16.0,4968.0,30000.0,0.85421,7.96745,0.19437,77.0,insertion-only,Kmeans_sweep
[Guha2002] Streaming k-means,0.99241,0.95723,1939791.65576,25.0,high_dim_sparseish,,245.38947,,,8192.0,,,,,,,,,,1.0,3.0,48.0,,,,17819241.0,,30000.0,,,,,48.0,,28000.93224,16.0,9984.0,30000.0,0.99328,-4.27698,1.07139,77.0,insertion-only,Kmeans_sweep
